fname,label,manually_verified,fold
0256c2f2.wav,Keys_jangling,1,0
0259e5d2.wav,Hi-hat,0,0
025f3fd2.wav,Hi-hat,1,0
025f7eac.wav,Knock,1,0
0262817d.wav,Fart,0,0
0266774c.wav,Cowbell,0,0
027482e2.wav,Electric_piano,1,0
027aa77c.wav,Clarinet,1,0
027aee2a.wav,Fireworks,1,0
027cd3fd.wav,Meow,1,0
0286fc27.wav,Double_bass,1,0
029632ad.wav,Cello,0,0
029b22f3.wav,Keys_jangling,0,0
029ee867.wav,Gunshot_or_gunfire,1,0
02a3243a.wav,Telephone,1,0
02ac1057.wav,Squeak,0,0
02c095b4.wav,Tearing,0,0
02c9a1f1.wav,Writing,0,0
02d367e4.wav,Clarinet,1,0
02d6b747.wav,Cough,1,0
02d7fba3.wav,Double_bass,0,0
02dbfc78.wav,Cello,0,0
02e9392e.wav,Tambourine,1,0
02eed858.wav,Harmonica,1,0
02f8e94d.wav,Clarinet,0,0
0313ea1a.wav,Flute,0,0
032f7280.wav,Drawer_open_or_close,0,0
03320f05.wav,Applause,0,0
0338f669.wav,Gong,0,0
034beca1.wav,Fireworks,0,0
034e4ffa.wav,Trumpet,0,0
0350156b.wav,Keys_jangling,0,0
0356dec7.wav,Acoustic_guitar,1,0
0356f2ab.wav,Tambourine,0,0
03586ad9.wav,Cowbell,0,0
03657d6d.wav,Shatter,0,0
03734652.wav,Squeak,0,0
0383c69d.wav,Chime,0,0
0395ba61.wav,Oboe,0,0
03a01285.wav,Knock,1,0
03b4aca1.wav,Meow,1,0
03bb1c33.wav,Glockenspiel,1,0
03bc8fbc.wav,Shatter,0,0
03cd971f.wav,Cowbell,0,0
03d00f38.wav,Computer_keyboard,0,0
03d42e2e.wav,Double_bass,0,0
03e13ae7.wav,Trumpet,0,0
03e88255.wav,Electric_piano,0,0
03e9765d.wav,Drawer_open_or_close,0,0
03ed9ba8.wav,Oboe,0,0
03f38c68.wav,Hi-hat,0,0
03fc1f96.wav,Bass_drum,1,0
04076350.wav,Electric_piano,0,0
04092b14.wav,Gong,0,0
041396a9.wav,Laughter,1,0
04186a03.wav,Violin_or_fiddle,1,0
04281949.wav,Tearing,0,0
0429828b.wav,Fireworks,0,0
04330b10.wav,Squeak,0,0
04335030.wav,Trumpet,0,0
043a5393.wav,Electric_piano,0,0
0446a487.wav,Snare_drum,1,0
0447d04d.wav,Laughter,0,0
04490642.wav,Bus,0,0
044be615.wav,Violin_or_fiddle,1,0
0450e72b.wav,Oboe,0,0
04562f7d.wav,Trumpet,0,0
0457d8bc.wav,Bark,0,0
0459f90f.wav,Squeak,1,0
04646cce.wav,Gong,0,0
047b3d34.wav,Cough,0,0
047f5b83.wav,Gong,0,0
0482a372.wav,Cello,0,0
048fb352.wav,Applause,0,0
0496718e.wav,Finger_snapping,1,0
04a19a27.wav,Writing,1,0
04a7003c.wav,Knock,1,0
04ab05a7.wav,Bark,0,0
04ad9aa5.wav,Knock,1,0
04b4009f.wav,Snare_drum,0,0
04b9a79a.wav,Clarinet,0,0
04cce777.wav,Burping_or_eructation,0,0
04d0cae4.wav,Knock,0,0
04d33fe7.wav,Shatter,0,0
04e82f46.wav,Snare_drum,0,0
04e8596a.wav,Meow,0,0
0508f1e3.wav,Double_bass,0,0
051138fc.wav,Finger_snapping,1,0
0513cbfc.wav,Bass_drum,0,0
05149415.wav,Knock,1,0
05173c4d.wav,Bark,0,0
051f9935.wav,Fart,0,0
0526ac41.wav,Double_bass,0,0
052789c8.wav,Fireworks,1,0
05309a38.wav,Snare_drum,0,0
05388f6c.wav,Applause,0,0
05561612.wav,Cello,1,0
0556be76.wav,Violin_or_fiddle,1,0
0563ab6e.wav,Shatter,0,0
058b98f0.wav,Telephone,1,0
05a0ca60.wav,Acoustic_guitar,0,0
05a3154f.wav,Oboe,1,0
05a458a7.wav,Fireworks,0,0
05b76c07.wav,Acoustic_guitar,0,0
05bc162b.wav,Gunshot_or_gunfire,1,0
05c5ab94.wav,Computer_keyboard,0,0
05cc4425.wav,Shatter,0,0
05d0dfa7.wav,Oboe,0,0
05d54a68.wav,Trumpet,1,0
05d81cdf.wav,Acoustic_guitar,0,0
05e4028a.wav,Saxophone,1,0
05ecefbe.wav,Violin_or_fiddle,0,0
05ef46ec.wav,Double_bass,1,0
05f2c2a6.wav,Clarinet,1,0
06006fca.wav,Knock,0,0
0609bd9e.wav,Writing,0,0
060b8c30.wav,Computer_keyboard,0,0
060ba089.wav,Finger_snapping,1,0
060ca755.wav,Writing,0,0
060e13d6.wav,Trumpet,1,0
060fab76.wav,Electric_piano,1,0
061cf689.wav,Trumpet,0,0
0627acfa.wav,Cello,0,0
0632d921.wav,Laughter,0,0
0640c787.wav,Applause,0,0
06487815.wav,Drawer_open_or_close,1,0
064cfad3.wav,Clarinet,0,0
065e7bb4.wav,Computer_keyboard,0,0
066d40f4.wav,Snare_drum,0,0
06712325.wav,Laughter,0,0
06730f97.wav,Trumpet,1,0
06789937.wav,Saxophone,1,0
06896eb5.wav,Gong,0,0
06959969.wav,Tambourine,1,0
06a09fcd.wav,Microwave_oven,0,0
06a1dfc0.wav,Snare_drum,0,0
06a76756.wav,Snare_drum,0,0
06b278f7.wav,Harmonica,1,0
06b89bf9.wav,Violin_or_fiddle,1,0
06b9dc31.wav,Finger_snapping,1,0
06c1c5c3.wav,Harmonica,0,0
06c48eab.wav,Hi-hat,1,0
06d0d6e4.wav,Scissors,1,0
06d164df.wav,Clarinet,0,0
06d2b52b.wav,Cowbell,1,0
06dbf664.wav,Fireworks,0,0
06dd3b18.wav,Bark,0,0
06e15d8e.wav,Bass_drum,0,0
06e87b61.wav,Applause,0,0
06ed75a7.wav,Gong,1,0
06f60188.wav,Saxophone,1,0
06fbb272.wav,Drawer_open_or_close,0,0
06fd1973.wav,Hi-hat,0,0
06feb8ea.wav,Finger_snapping,0,0
070183b1.wav,Fireworks,0,0
07036b1d.wav,Snare_drum,0,0
0704ffb8.wav,Bark,0,0
070bcdd9.wav,Violin_or_fiddle,0,0
070f52cb.wav,Cello,0,0
0713db9c.wav,Squeak,0,0
0716126b.wav,Harmonica,1,0
071803a0.wav,Cello,1,0
071e836c.wav,Microwave_oven,0,0
071efb95.wav,Bass_drum,1,0
0720ef3b.wav,Saxophone,1,0
07211dfa.wav,Trumpet,1,0
072f3031.wav,Double_bass,0,0
0730a3d8.wav,Acoustic_guitar,0,0
0733ce78.wav,Applause,0,0
0738f99f.wav,Oboe,1,0
0742098b.wav,Writing,0,0
074cc08b.wav,Fart,0,0
074e07a5.wav,Squeak,0,0
074e2f09.wav,Hi-hat,1,0
07563fea.wav,Knock,0,0
07605b4c.wav,Bark,0,0
0765b7d1.wav,Harmonica,0,0
076b6a7a.wav,Squeak,0,0
07762f74.wav,Tearing,1,0
07764530.wav,Oboe,0,0
0779162e.wav,Finger_snapping,1,0
0784c182.wav,Knock,1,0
078c67e5.wav,Tearing,0,0
078f7ac0.wav,Hi-hat,1,0
079968f4.wav,Clarinet,1,0
079bb1c3.wav,Oboe,0,0
07a16abd.wav,Tearing,0,0
07a177eb.wav,Harmonica,0,0
07a99531.wav,Oboe,0,0
07af4f4d.wav,Gong,0,0
07b44e8e.wav,Tambourine,0,0
07b910ee.wav,Cowbell,0,0
07c8c909.wav,Bark,0,0
07ce4408.wav,Gunshot_or_gunfire,1,0
07db7f16.wav,Flute,1,0
07ec6849.wav,Cough,0,0
07ed1d56.wav,Cough,0,0
07f16007.wav,Cello,1,0
07f6b1dc.wav,Cello,0,0
07f88679.wav,Hi-hat,0,0
08064f4a.wav,Writing,0,0
080bffb7.wav,Writing,1,0
081a3386.wav,Fart,1,0
081c263d.wav,Keys_jangling,1,0
082321d2.wav,Cello,0,0
0832c151.wav,Trumpet,0,0
085652af.wav,Oboe,1,0
085be86f.wav,Tambourine,0,0
086dfaff.wav,Bark,0,0
086e6a35.wav,Fart,1,0
0879e568.wav,Saxophone,0,0
087f12b6.wav,Cowbell,1,0
0886c767.wav,Chime,1,0
0886d4f8.wav,Shatter,0,0
08893744.wav,Bass_drum,0,0
08894340.wav,Double_bass,1,0
088b75db.wav,Bass_drum,0,0
088d3f95.wav,Harmonica,1,0
08a68ba1.wav,Acoustic_guitar,1,0
08a94aca.wav,Fart,0,0
08b54ed0.wav,Burping_or_eructation,1,0
08b88eb7.wav,Violin_or_fiddle,1,0
08c931f6.wav,Knock,0,0
08cf2d2b.wav,Bark,0,0
08d931c3.wav,Computer_keyboard,1,0
08dba5f4.wav,Gong,0,0
08e79547.wav,Bass_drum,0,0
08fa5140.wav,Clarinet,0,0
08fb553f.wav,Writing,0,0
0906c4a9.wav,Double_bass,0,0
090e1d30.wav,Cowbell,1,0
090ea106.wav,Tambourine,0,0
09158810.wav,Tambourine,1,0
0920512f.wav,Tearing,1,0
09282dc5.wav,Bark,0,0
0933c357.wav,Gunshot_or_gunfire,1,0
0939d783.wav,Squeak,0,0
093bf325.wav,Writing,0,0
095138e2.wav,Oboe,1,0
095836cb.wav,Flute,0,0
0958751e.wav,Hi-hat,1,0
0969b5c5.wav,Acoustic_guitar,0,0
096b4d70.wav,Keys_jangling,0,0
097b5ab0.wav,Knock,1,0
09841f13.wav,Shatter,0,0
098a3205.wav,Bus,0,0
098c2232.wav,Laughter,0,0
0994e80c.wav,Computer_keyboard,1,0
09986ba4.wav,Laughter,0,0
099ce615.wav,Squeak,1,0
09a1cfd7.wav,Hi-hat,1,0
09a355a9.wav,Cough,0,0
09a585bf.wav,Keys_jangling,1,0
09a63606.wav,Acoustic_guitar,0,0
09a732e6.wav,Bass_drum,0,0
09a7c5ce.wav,Snare_drum,0,0
09a7dc35.wav,Cowbell,1,0
09a895f3.wav,Acoustic_guitar,0,0
09b51c66.wav,Fireworks,0,0
09b8a126.wav,Violin_or_fiddle,1,0
09b901f8.wav,Computer_keyboard,1,0
09bc3033.wav,Drawer_open_or_close,0,0
09ca1e09.wav,Shatter,0,0
09ea5276.wav,Trumpet,1,0
0a037e96.wav,Fireworks,0,0
0a0a8d4c.wav,Clarinet,0,0
0a15b36b.wav,Clarinet,0,0
0a277f11.wav,Snare_drum,0,0
0a2a5c05.wav,Burping_or_eructation,1,0
0a2b4c80.wav,Snare_drum,0,0
0a32271b.wav,Meow,0,0
0a366772.wav,Writing,1,0
0a484e9f.wav,Writing,1,0
0a49afad.wav,Fireworks,1,0
0a54c770.wav,Bus,1,0
0a6bba04.wav,Cowbell,1,0
0a6dbf2c.wav,Finger_snapping,1,0
0a82b4d6.wav,Tearing,0,0
0a8ac55d.wav,Tambourine,1,0
0a8d300c.wav,Gong,0,0
0a925754.wav,Telephone,1,0
0a98104d.wav,Cello,0,0
0aa17642.wav,Knock,1,0
0aa32376.wav,Snare_drum,0,0
0aa7edd0.wav,Knock,0,0
0aab722d.wav,Hi-hat,0,0
0aad0a16.wav,Gunshot_or_gunfire,1,0
0aaed52b.wav,Fart,1,0
0ac443ad.wav,Cough,0,0
0ac83c13.wav,Writing,0,0
0acba147.wav,Computer_keyboard,1,0
0ad0bf22.wav,Saxophone,1,0
0ad5618e.wav,Bass_drum,0,0
0ad666e3.wav,Saxophone,1,0
0ade0819.wav,Bus,0,0
0af32053.wav,Oboe,0,0
0afca134.wav,Shatter,0,0
0afcf36b.wav,Scissors,0,0
0aff3cde.wav,Bass_drum,0,0
0b05208c.wav,Electric_piano,1,0
0b142b38.wav,Cough,0,0
0b1f22c3.wav,Saxophone,1,0
0b2a3ef0.wav,Squeak,0,0
0b3636e4.wav,Cello,0,0
0b3c0588.wav,Finger_snapping,1,0
0b3d7a19.wav,Cough,0,0
0b436682.wav,Acoustic_guitar,0,0
0b489adc.wav,Squeak,0,0
0b4dc8fc.wav,Fireworks,0,0
0b5b6734.wav,Cough,0,0
0b5dd555.wav,Double_bass,0,0
0b5ea11d.wav,Keys_jangling,0,0
0b6ac630.wav,Hi-hat,0,0
0b6fba96.wav,Squeak,0,0
0b7044b0.wav,Burping_or_eructation,1,0
0b74f0da.wav,Bark,0,0
0b7aa40a.wav,Cello,0,0
0b7f8989.wav,Bark,0,0
0b80f560.wav,Fart,0,0
0b82b3a5.wav,Clarinet,1,0
0b914d51.wav,Squeak,0,0
0b92a7e0.wav,Chime,1,0
0b95a1b5.wav,Knock,1,0
0b9904c1.wav,Burping_or_eructation,0,0
0ba6976e.wav,Clarinet,1,0
0ba8bcc2.wav,Laughter,0,0
0ba927cd.wav,Hi-hat,1,0
0bab86ae.wav,Violin_or_fiddle,1,0
0bb6b85a.wav,Keys_jangling,0,0
0bc522f3.wav,Keys_jangling,1,0
0bca94ec.wav,Glockenspiel,1,0
0bd9f47b.wav,Laughter,1,0
0bdef4f9.wav,Oboe,0,0
0be0fbaa.wav,Squeak,0,0
0be246ba.wav,Double_bass,0,0
0be52cd7.wav,Bass_drum,0,0
0bf505c1.wav,Tearing,0,0
0bfdf35b.wav,Shatter,0,0
0c080361.wav,Writing,0,0
0c0f796c.wav,Meow,1,0
0c118aaa.wav,Electric_piano,0,0
0c27360a.wav,Gunshot_or_gunfire,1,0
0c28638b.wav,Snare_drum,0,0
0c2f1a54.wav,Finger_snapping,1,0
0c3044b3.wav,Saxophone,1,0
0c364094.wav,Cello,0,0
0c36c39a.wav,Saxophone,1,0
0c3bdc12.wav,Fart,1,0
0c3cba8b.wav,Clarinet,0,0
0c3e92c7.wav,Drawer_open_or_close,0,0
0c4948ba.wav,Keys_jangling,0,0
0c4f2a87.wav,Oboe,1,0
0c547bc4.wav,Violin_or_fiddle,1,0
0c66ddcb.wav,Fireworks,0,0
0c67f402.wav,Snare_drum,1,0
0c6a3500.wav,Bus,1,0
0c6ec89a.wav,Oboe,0,0
0c7ae294.wav,Applause,1,0
0c7eb4eb.wav,Tearing,0,0
0c9abd6a.wav,Snare_drum,0,0
0ca8b59b.wav,Laughter,1,0
0cafd32f.wav,Tambourine,0,0
0cb7fc83.wav,Gong,0,0
0cbfebc7.wav,Laughter,0,0
0cc4c3b7.wav,Finger_snapping,0,0
0ccf0903.wav,Glockenspiel,0,0
0cdfa126.wav,Laughter,1,0
0ce9b7a0.wav,Double_bass,0,0
0cea4550.wav,Clarinet,0,0
0cec67d2.wav,Writing,0,0
0ceed74d.wav,Oboe,0,0
0d0c7375.wav,Bass_drum,0,0
0d0d1b88.wav,Applause,0,0
0d0d648b.wav,Bass_drum,0,0
0d1cb966.wav,Oboe,0,0
0d2047b5.wav,Drawer_open_or_close,1,0
0d30af2b.wav,Trumpet,0,0
0d3d36f5.wav,Snare_drum,0,0
0d481dea.wav,Glockenspiel,1,0
0d649d1b.wav,Trumpet,0,0
0d661b19.wav,Telephone,1,0
0d694b51.wav,Meow,0,0
0d6bb959.wav,Tambourine,0,0
0d74110a.wav,Drawer_open_or_close,0,0
0d79765a.wav,Bark,1,0
0d8012f4.wav,Saxophone,1,0
0d804b40.wav,Applause,1,0
0d9b9a20.wav,Squeak,0,0
0d9f6c10.wav,Burping_or_eructation,1,0
0da0c554.wav,Double_bass,1,0
0da527a6.wav,Violin_or_fiddle,1,0
0da86798.wav,Knock,1,0
0db954fa.wav,Applause,0,0
0dbdffe2.wav,Fireworks,1,0
0dc26ae9.wav,Laughter,1,0
0dd326ca.wav,Computer_keyboard,0,0
0dd54f1f.wav,Gong,0,0
0ddb4bdf.wav,Bass_drum,1,0
0de99488.wav,Microwave_oven,1,0
0ded93ce.wav,Tambourine,0,0
0dfcedf6.wav,Applause,0,0
0e19ed55.wav,Cowbell,0,0
0e2ec031.wav,Gunshot_or_gunfire,1,0
0e2fbeb8.wav,Double_bass,0,0
0e32c361.wav,Trumpet,0,0
0e3aa5cf.wav,Shatter,1,0
0e4372d4.wav,Hi-hat,0,0
0e439e01.wav,Laughter,0,0
0e451691.wav,Drawer_open_or_close,1,0
0e4583d5.wav,Shatter,1,0
0e51f1d0.wav,Shatter,0,0
0e544eb8.wav,Oboe,0,0
0e5c9ed0.wav,Knock,0,0
0e5cab29.wav,Tearing,1,0
0e630318.wav,Snare_drum,0,0
0e645225.wav,Bus,1,0
0e6e1f35.wav,Chime,1,0
0e7622f0.wav,Saxophone,1,0
0e7cd4eb.wav,Violin_or_fiddle,1,0
0e7f9fdb.wav,Keys_jangling,0,0
0e89fb66.wav,Knock,0,0
0e974517.wav,Microwave_oven,0,0
0e979b8c.wav,Cowbell,1,0
0e9cb14e.wav,Fireworks,1,0
0ea3dbaf.wav,Saxophone,0,0
0eb63f5a.wav,Acoustic_guitar,0,0
0ec012fc.wav,Laughter,0,0
0ecb56ad.wav,Fart,0,0
0ed06544.wav,Hi-hat,1,0
0ede064f.wav,Gunshot_or_gunfire,1,0
0ee42262.wav,Trumpet,0,0
0eeaebcb.wav,Acoustic_guitar,1,0
0ef9a602.wav,Hi-hat,1,0
0f01e836.wav,Tearing,0,0
0f18c55b.wav,Fart,0,0
0f1a5928.wav,Gong,0,0
0f1dbff5.wav,Applause,0,0
0f23d7e4.wav,Tearing,1,0
0f274e7a.wav,Bark,0,0
0f2903db.wav,Chime,1,0
0f2ab678.wav,Electric_piano,1,0
0f34d08e.wav,Hi-hat,1,0
0f36e49a.wav,Cowbell,1,0
0f444884.wav,Scissors,0,0
0f5286d1.wav,Microwave_oven,1,0
0f53ac39.wav,Hi-hat,0,0
0f5c62dd.wav,Clarinet,0,0
0f6e2a63.wav,Laughter,0,0
0f70f92f.wav,Fart,0,0
0f72651c.wav,Hi-hat,0,0
0f7f0d86.wav,Cough,0,0
0f936928.wav,Oboe,0,0
0f958ff0.wav,Saxophone,1,0
0f96c40d.wav,Tearing,0,0
0fa3ee45.wav,Violin_or_fiddle,0,0
0fa61324.wav,Flute,1,0
0fafb777.wav,Microwave_oven,1,0
0fb0c2e1.wav,Shatter,0,0
0fb464cf.wav,Applause,0,0
0fc39673.wav,Shatter,0,0
0fcdc341.wav,Bus,0,0
0fd52405.wav,Burping_or_eructation,1,0
0fe6c47d.wav,Oboe,1,0
0ff26813.wav,Cough,0,0
0ff3a423.wav,Double_bass,0,0
0ff4262d.wav,Snare_drum,0,0
0ff6fdf5.wav,Bark,0,0
0ffff94f.wav,Chime,0,0
100009e2.wav,Writing,0,0
10086933.wav,Double_bass,0,0
10099e50.wav,Bass_drum,0,0
100f6b3f.wav,Shatter,0,0
1023facf.wav,Shatter,1,0
102db6b4.wav,Flute,1,0
102ef2c7.wav,Oboe,0,0
1032e684.wav,Clarinet,0,0
10357e1e.wav,Flute,0,0
103b9ed4.wav,Oboe,1,0
103dfb7c.wav,Drawer_open_or_close,0,0
103eceae.wav,Writing,1,0
103f29e5.wav,Double_bass,1,0
104f8672.wav,Glockenspiel,1,0
10550a6f.wav,Gong,1,0
105a8017.wav,Tambourine,1,0
105f3923.wav,Electric_piano,0,0
105f4e16.wav,Finger_snapping,1,0
1068cb59.wav,Writing,0,0
106f028c.wav,Electric_piano,0,0
1071fd84.wav,Knock,1,0
10734a58.wav,Burping_or_eructation,0,0
10783ffe.wav,Flute,0,0
10876da8.wav,Trumpet,0,0
10884a97.wav,Double_bass,0,0
108e95b3.wav,Clarinet,0,0
108f96a6.wav,Gong,0,0
1094232e.wav,Drawer_open_or_close,0,0
10961c54.wav,Writing,0,0
10a229f4.wav,Writing,0,0
10ac55a1.wav,Burping_or_eructation,0,0
10b0e98b.wav,Writing,1,0
10cf0a2c.wav,Cello,0,0
10da16fb.wav,Acoustic_guitar,1,0
10e3e4eb.wav,Telephone,1,0
10efbc5b.wav,Cowbell,0,0
10fc82d4.wav,Shatter,0,0
1105950d.wav,Trumpet,0,0
111bad6f.wav,Gunshot_or_gunfire,1,0
11223bbf.wav,Oboe,0,0
1131892a.wav,Telephone,1,0
11329fa9.wav,Gunshot_or_gunfire,1,0
1133db9b.wav,Drawer_open_or_close,0,0
1137811b.wav,Harmonica,0,0
113c5e2f.wav,Drawer_open_or_close,1,0
11439cbd.wav,Bark,0,0
1148986e.wav,Violin_or_fiddle,1,0
114cf102.wav,Violin_or_fiddle,1,0
1152dffc.wav,Squeak,0,0
1163de55.wav,Hi-hat,0,0
116ddaf8.wav,Hi-hat,0,0
11710c08.wav,Tambourine,1,0
1176bda6.wav,Cello,1,0
11782c39.wav,Finger_snapping,0,0
11798f57.wav,Cello,1,0
117cc2f0.wav,Clarinet,0,0
117e4577.wav,Trumpet,1,0
1181e997.wav,Double_bass,0,0
1181ee9d.wav,Fart,0,0
118413f9.wav,Fireworks,1,0
11880a0a.wav,Shatter,0,0
118831d9.wav,Cello,0,0
118e9ae3.wav,Hi-hat,0,0
1191d9b4.wav,Squeak,0,0
1198d2b5.wav,Bass_drum,0,0
1199128e.wav,Fireworks,0,0
11a06e06.wav,Burping_or_eructation,1,0
11a0e319.wav,Gunshot_or_gunfire,0,0
11ab15ee.wav,Scissors,1,0
11b027e8.wav,Violin_or_fiddle,1,0
11c7778f.wav,Burping_or_eructation,0,0
11c90896.wav,Cowbell,1,0
11cbc9e1.wav,Tambourine,0,0
11cf5942.wav,Bark,0,0
11d883c3.wav,Computer_keyboard,1,0
11d93cd3.wav,Drawer_open_or_close,0,0
11d9ace9.wav,Gong,0,0
11df4777.wav,Oboe,0,0
11e3ffde.wav,Burping_or_eructation,1,0
11e63946.wav,Laughter,1,0
11e9db25.wav,Fart,0,0
11f33ae4.wav,Cough,1,0
11f7fc13.wav,Clarinet,1,0
11f8b3dd.wav,Snare_drum,0,0
11fab0b0.wav,Shatter,1,0
11fbd6c2.wav,Tambourine,1,0
120536d6.wav,Applause,0,0
1207a675.wav,Drawer_open_or_close,1,0
12091a74.wav,Snare_drum,0,0
120e0846.wav,Bark,1,0
121110b1.wav,Bus,0,0
12169b86.wav,Oboe,0,0
121749b9.wav,Bass_drum,0,0
12198b88.wav,Bass_drum,1,0
121d766e.wav,Oboe,1,0
1220471f.wav,Flute,1,0
122b0e88.wav,Snare_drum,0,0
12323e04.wav,Cough,0,0
12371b67.wav,Double_bass,0,0
1238c3a4.wav,Laughter,0,0
123d0d60.wav,Snare_drum,0,0
124360b8.wav,Snare_drum,0,0
124eadc9.wav,Bass_drum,0,0
125194b0.wav,Burping_or_eructation,1,0
125e64b7.wav,Knock,0,0
125e6ccf.wav,Cello,1,0
1264b8c7.wav,Saxophone,1,0
129439fd.wav,Bus,1,0
129dc328.wav,Double_bass,1,0
12a38093.wav,Electric_piano,1,0
12a650a4.wav,Fart,0,0
12cb4097.wav,Trumpet,0,0
12d3cdd8.wav,Snare_drum,0,0
12d43904.wav,Cough,0,0
12d4ec7c.wav,Trumpet,1,0
12e4c120.wav,Applause,0,0
12f72b79.wav,Squeak,0,0
12fcf7a7.wav,Electric_piano,0,0
1301b8e3.wav,Fart,0,0
13043bab.wav,Fireworks,1,0
1304d545.wav,Burping_or_eructation,1,0
1314cdad.wav,Bass_drum,0,0
131b1516.wav,Saxophone,1,0
1329c048.wav,Drawer_open_or_close,1,0
13314233.wav,Chime,0,0
134df575.wav,Chime,1,0
1356f987.wav,Trumpet,1,0
1365348d.wav,Fart,0,0
1373fdab.wav,Fart,1,0
1374fcda.wav,Flute,1,0
13798190.wav,Telephone,1,0
13847ff3.wav,Hi-hat,0,0
1387ba89.wav,Knock,1,0
13903b82.wav,Meow,1,0
1391883f.wav,Bark,0,0
1393c9e0.wav,Oboe,1,0
1397ddc8.wav,Harmonica,0,0
139c42cb.wav,Flute,1,0
13ac472f.wav,Writing,1,0
13b2325b.wav,Oboe,0,0
13ca1116.wav,Oboe,0,0
13da16ae.wav,Double_bass,1,0
13db0700.wav,Drawer_open_or_close,0,0
13e15a49.wav,Fart,0,0
13ee6c44.wav,Bus,0,0
13f08982.wav,Burping_or_eructation,0,0
140027c6.wav,Telephone,1,0
1401c7ff.wav,Bark,0,0
14041f9a.wav,Acoustic_guitar,1,0
141291fc.wav,Hi-hat,0,0
1415b8b9.wav,Gong,1,0
14225f23.wav,Squeak,0,0
142cb2c4.wav,Violin_or_fiddle,1,0
142dac40.wav,Glockenspiel,1,0
14303ca5.wav,Acoustic_guitar,1,0
1430f062.wav,Snare_drum,0,0
14344787.wav,Drawer_open_or_close,0,0
143f37eb.wav,Tambourine,1,0
1441c25b.wav,Clarinet,0,0
14577fc0.wav,Laughter,1,0
14683a1c.wav,Applause,0,0
14684ee8.wav,Trumpet,1,0
1468f23e.wav,Saxophone,0,0
146d5e25.wav,Fireworks,0,0
146fd7fd.wav,Writing,0,0
1472a525.wav,Shatter,1,0
147f4395.wav,Cello,0,0
147f61ff.wav,Bark,0,0
14819552.wav,Fart,0,0
148a199b.wav,Tambourine,0,0
1498eb6e.wav,Squeak,1,0
